letter_id,from_id,from_name,to_id,to_name,date
SP_44/68_f.95,E012119-S043025-T000000,Sir Leoline Jenkins,E000000-S052517-T036027,"William Stanley, Earl of Derby",1682-06-17
SP_29/419_f.130,S056054,Thomas King,S042689,Sir John Knightley,1682-06-17
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0846-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S028068,Lord-Lieutenant,1682-06-17
SP_29/419_f.131,S039502,Roger l&#x0027;Estrange,E012119-S043025-T000000,Sir Leoline Jenkins,1682-06-19
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0851-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S022548,John Brisbane,1682-06-19
SP_44/63_f.41,E012119-S043025-T000000,Sir Leoline Jenkins,S027528,Lord Finch,1682-06-19
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0853-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027955,Lord Treasurer,1682-06-19
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0852-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S036223,Privy Council of Scotland,1682-06-19
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0852-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S041693,Sir George Gordon of Haddo,1682-06-19
SP_30/G_f.191,S027720,Lord Mayor,S000661,Alderman of Each Ward,1682-06-20
SP_44/68_f.97,E012119-S043025-T000000,Sir Leoline Jenkins,S032363,Mr. Box,1682-06-21
SP_44/63_f.43,E012119-S043025-T000000,Sir Leoline Jenkins,E901499-S041882-T000000,"Sir Heneage Finch, Recorder of London",1682-06-21
SP_44/63_f.45,E012119-S043025-T000000,Sir Leoline Jenkins,S042425,Sir John Berry,1682-06-21
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0875-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S008908,Colonel William Legg,1682-06-21
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0888-cm,S034180,Newsletter,S024381,John Squire,1682-06-22
SP_89/14_f.208,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1682-06-22
SP_89/14_f.210,S010791,Count of Miranda,E012119-S043025-T000000,Sir Leoline Jenkins,1682-06-23
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0893-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027720,Lord Mayor,1682-06-23
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0890-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042425,Sir John Berry,1682-06-23
SP_29/419_f.140,S010556,Corporation of New Sarum,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-06-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0905-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E007121-S051497-T000000,"William Douglas, Duke of Queensberry",1682-06-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0906-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S051735,"William Hamilton (Douglas), Duke of Hamilton",1682-06-24
SP_29/419_f.150,S047989,"Thomas Gooch, Bayliff",E012119-S043025-T000000,Sir Leoline Jenkins,1682-06-26
SP_29/419_f.149,S008497,Colonel John Scott,E001993-S018912-T000000,"Henry Bennet, Earl of Arlington",1682-06-26
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0923-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027260,Lord Chancellor,1682-06-27
SP_44/63_f.47,E012119-S043025-T000000,Sir Leoline Jenkins,S027528,Lord Finch,1682-06-27
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0924-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S043839,Sir Roger Norwich,1682-06-27
SP_89/15_f.150,S006925,Charles Fanshaw,S025899,King Dom Pedro II,1682-06-27
SP_29/419_f.157,E006994-S022889-T000000,"John Dolben, Archbishop of York",E012119-S043025-T000000,Sir Leoline Jenkins,1682-06-28
SP_29/419_f.161,S030827,Mayor and Aldermen,E016079-S043752-T000000,Sir Robert Paston,1682-06-28
SP_29/419_f.155,S038162,"Richard, Lord Arundell of Trerice",E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-06-28
SP_29/419_f.160,E002620-S051125-T000000,William Blathwaite,S022548,John Brisbane,1682-06-28
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0939-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S010459,Convention of the Royal Burroughs at Edinburgh,1682-06-29
SP_44/66_f.102,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027260,Lord Chancellor,1682-06-29
SP_29/419_f.255,S023320,John Hay,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-07-31
SP_29/419_f.256,E006504-S026426-T000000,"Laurence Hyde, Earl of Rochester",E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-31
SP_29/419_f.257,S030771,Maurice Flyn,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-07-31
SP_29/419_f.190,S041619,Sir Geoffrey Shakerley,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-01
SP_29/419_f.191,S043864,Sir S. Marow,S015937,Francis Charlton,1682-07-01
SP_29/419_f.189,S006265,Captain Thomas Nedham,E022021-S008690-T000000,"Werden, Robert (Major General)",1682-07-01
SP_29/419_f.193,S047651,"Thomas Cholmondeley, Sheriff of Cheshire",E022021-S008690-T000000,"Werden, Robert (Major General)",1682-07-03
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0964-cm,E002622-S014197-T000000,"Edward Conway, Earl of Conway",S000451,Admiralty,1682-07-04
SP_29/419_f.198,S042269,Sir James Hay,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-04
SP_44/68_f.99,E012119-S043025-T000000,Sir Leoline Jenkins,S018972,"Henry Cavendish, Duke of Newcastle upon Tyne",1682-07-04
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0962-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S011542,Dean and Chapter of Wells Cathedral,1682-07-04
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0971-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027468,Lord Deputy of Ireland,1682-07-04
SP_29/419_f.201,S042269,Sir James Hay,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-06
SP_89/14_f.214,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-06
SP_29/419_f.203,S030847,Mayor and Aldermen of Northampton,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-07-07
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0978-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-07-07
SP_29/419_f.206,E007902-S023013-T000000,"John Fell, Bishop of Oxford",E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-09
SP_89/14_f.216,S048380,Thomas Maynard,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-09
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0985-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027624,Lord Hyde,1682-07-10
SP_29/419_f.208,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-11
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m0989-cm,S034180,Newsletter,S024381,John Squire,1682-07-11
SP_29/419_f.209,E018664-S043351-T000000,Sir R. Shirley,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-11
SP_29/419_f.210,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-12
SP_29/419_f.211,E916665-S042749-T000000,Sir John Moore,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-12
SP_44/68_f.105,E012119-S043025-T000000,Sir Leoline Jenkins,S027720,Lord Mayor,1682-07-12
SP_44/68_f.107,E012119-S043025-T000000,Sir Leoline Jenkins,S027720,Lord Mayor,1682-07-12
SP_29/419_f.214,E916665-S042749-T000000,Sir John Moore,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-13
SP_44/53_f.75,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S011546,Dean and Chapter of Windsor,1682-07-13
SP_44/53_f.75,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E021779-S040314-T000000,"Ward, Seth",1682-07-13
SP_29/419_f.225,S047635,Thomas Cheeke,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-15
SP_29/419_f.230,S047929,Thomas Forrest,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1030-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-07-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1024-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S041693,Sir George Gordon of Haddo,1682-07-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1025-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E007121-S051497-T000000,"William Douglas, Duke of Queensberry",1682-07-15
SP_29/419_f.233,S019157,Henry Hills,E005415-S022750-T000000,John Cooke,1682-07-17
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1034-cm,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-17
SP_29/419_f.236,S010172,Common Serjeant,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-18
SP_29/419_f.234,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-18
SP_29/419_f.238,E007558-S022969-T000000,John Ellis,S027720,Lord Mayor,1682-07-18
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1039-cm,S000855,"Alexander Stewart, Earl of Moray",S041693,Sir George Gordon of Haddo,1682-07-18
SP_29/419_f.240,S047635,Thomas Cheeke,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-19
SP_29/419_f.241,E007558-S022969-T000000,John Ellis,S027721,Lord Mayor Alderman,1682-07-20
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1042-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027528,Lord Finch,1682-07-20
SP_99/54_f.127,E913807-S041065-T000000,Sir Clement Harby,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-21
SP_89/14_f.220,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-21
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1065-cm,E020156-S042900-T000000,"Temple, John (Sir)",S030022,Marquess,1682-07-22
SP_44/63_f.49,E012119-S043025-T000000,Sir Leoline Jenkins,S027528,Lord Finch,1682-07-22
SP_44/53_f.77,E012119-S043025-T000000,Sir Leoline Jenkins,S003178,Caesar Beaulieu,1682-07-22
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1052-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042425,Sir John Berry,1682-07-22
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1051-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S005132,Captain Edward St. Loe,1682-07-22
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1054-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E007121-S051497-T000000,"William Douglas, Duke of Queensberry",1682-07-22
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1055-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S051735,"William Hamilton (Douglas), Duke of Hamilton",1682-07-22
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1073-cm,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-24
SP_29/419_f.243,S055573,William Lewis,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1074-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-07-24
SP_44/29_f.429,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S038162,"Richard, Lord Arundell of Trerice",1682-07-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1079-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S039193,"Robert, Viscount Bulkeley",1682-07-25
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1080-cm,S000855,"Alexander Stewart, Earl of Moray",S041693,Sir George Gordon of Haddo,1682-07-25
SP_29/419_f.246,S012671,Dr. Matthew Fowler,S012928,Dr. William Bell,1682-07-26
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1084-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027528,Lord Finch,1682-07-26
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1090-cm,S034180,Newsletter,S024381,John Squire,1682-07-27
SP_29/419_f.248,E005415-S022750-T000000,John Cooke,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-29
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1095-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S035501,Peter Shakerley,1682-07-29
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1094-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E011448-S007009-T000000,"Howard, Charles",1682-07-29
SP_29/419_f.250,S038127,Richard Windall,E012119-S043025-T000000,Sir Leoline Jenkins,1682-07-30
SP_29/419_f.248a,S049101,"Thomas, Lord Culpeper",E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-07-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1103-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-07-31
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1253-cm,E000520-S001769-T000000,"Arthur Annesley, Earl of Anglesey",E020555-S021169-T000000,"Touchet, James",1682-08-31
SP_29/420_f.1,S034180,Newsletter,S022152,Joan Webb,1682-08-01
SP_29/420_f.13,S039574,Royal African Company,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-08-31
SP_30/G_f.64,S006219,Captain Thomas Enfield,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-08-31
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1114-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027861,Lord Provost,1682-08-01
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1112-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E007121-S051497-T000000,"William Douglas, Duke of Queensberry",1682-08-01
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1120-cm,S036057,Preston,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-12
SP_89/14_f.222,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-04
SP_44/56_f.63,E002622-S014197-T000000,"Edward Conway, Earl of Conway",S000451,Admiralty,1682-08-05
SP_29/420_f.9,S024184,John Romsey,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1142-cm,S034180,Newsletter,S039388,Roger Garstell,1682-08-05
SP_44/68_f.109,E012119-S043025-T000000,Sir Leoline Jenkins,S012478,Dr. Henry Fowler,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1139-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S012928,Dr. William Bell,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1143-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S027440,Lord Deputy,1682-08-05
SP_44/63_f.51,E012119-S043025-T000000,Sir Leoline Jenkins,S027528,Lord Finch,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1136-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S030876,Mayor and Burgesses of Liverpool,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1138-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S030876,Mayor and Burgesses of Liverpool,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1137-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S047989,"Thomas Gooch, Bayliff",1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1141-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S050643,Walter Chetwynd,1682-08-05
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1135-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E000000-S052517-T036027,"William Stanley, Earl of Derby",1682-08-05
SP_44/68_f.103,E012119-S043025-T000000,Sir Leoline Jenkins,S008763,Colonel Stawell,1682-08-05
SP_29/420_f.16,S011713,Deputy Lieutenants,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-07
SP_67/1_f.13,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-08-10
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1155-cm,E002622-S014197-T000000,"Edward Conway, Earl of Conway",E904150-S051429-T000000,"William Craven, Earl of Craven",1682-08-11
SP_29/420_f.19,S024675,John Wetherby,S012474,Dr. Henry Compton,1682-08-12
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1162-cm,S029540,Major Nicholas Bayly,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-12
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1163-cm,S029540,Major Nicholas Bayly,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-08-12
SP_29/420_f.21,S020777,James Coe,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-08-13
SP_29/420_f.23,S047730,Thomas Covell,E001993-S018912-T000000,"Henry Bennet, Earl of Arlington",1682-08-13
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1169-cm,S015997,Francis Frances Davies,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1682-08-14
SP_29/420_f.24,E009591-S051714-T000000,"William Gulston, Bishop of Bristol",E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-14
SP_29/420_f.25,E007997-S018851-T000000,"Heneage Finch, Earl of Nottingham",E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1189-cm,S027440,Lord Deputy,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1190-cm,S002993,Brilliana Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1175-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E010707-S019407-T000000,"Somerset, Henry",1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1174-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042425,Sir John Berry,1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1177-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042697,Sir John Lanier,1682-08-15
SP_44/68_f.111,E012119-S043025-T000000,Sir Leoline Jenkins,S043278,Sir Philip Carteret,1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1178-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S005281,Captain Gregory Alford,1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1179-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S041693,Sir George Gordon of Haddo,1682-08-15
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1181-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",E007121-S051497-T000000,"William Douglas, Duke of Queensberry",1682-08-15
SP_29/420_f.26,S008912,Colonel William Rooke,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-15
SP_29/420_f.28,S012671,Dr. Matthew Fowler,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-16
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1197-cm,S024472,John Tattnall,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1682-08-16
SP_44/63_f.53,E012119-S043025-T000000,Sir Leoline Jenkins,S001802,Arthur Herbert,1682-08-16
SP_29/359_f.51,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S050634,Walter Breams,1682-08-16
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1202-cm,E009213-S013538-T000000,"Graham, Richard",E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-27
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1201-cm,S029495,Major Joseph Stroude,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1682-08-17
SP_44/68_f.113,E012119-S043025-T000000,Sir Leoline Jenkins,S026829,Lieutenancy of the Tower Hamlets,1682-08-17
SP_89/14_f.224,S006925,Charles Fanshaw,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-18
SP_29/420_f.31,S016296,"Francis, Lord Guilford",E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-19
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1207-cm,S040881,Sir Arthur Rawdon,E002622-S014197-T000000,"Edward Conway, Earl of Conway",1682-08-19
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1205-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E009591-S051714-T000000,"William Gulston, Bishop of Bristol",1682-08-19
SP_29/420_f.33,S010202,Company of Merchant Adventurers,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-08-20
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1214-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-08-21
SP_29/420_f.34,S022959,"John Egerton, Earl of Bridgewater",E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-22
SP_29/420_f.35,S045480,T. Frewen,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-22
SP_29/420_f.38,S010404,Constant Oates,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-23
SP_29/420_f.37,E010707-S019407-T000000,"Somerset, Henry",E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-23
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1219-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S042425,Sir John Berry,1682-08-23
SP_44/68_f.117,E012119-S043025-T000000,Sir Leoline Jenkins,S016296,"Francis, Lord Guilford",1682-08-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1223-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E016079-S043752-T000000,Sir Robert Paston,1682-08-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1225-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S044790,Sir William Smith,1682-08-24
SP_44/68_f.115,E012119-S043025-T000000,Sir Leoline Jenkins,S045480,T. Frewen,1682-08-24
SP_29/420_f.39,S005800,Captain Michael Greenstreet,S008498,Colonel John Strode,1682-08-24
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1229-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E003555-S038426-T000000,"Robert Bruce, Earl of Elgin and Ailesbury",1682-08-25
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1230-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S041693,Sir George Gordon of Haddo,1682-08-25
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1233-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E001993-S018912-T000000,"Henry Bennet, Earl of Arlington",1682-08-26
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1231-cm,E012119-S043025-T000000,Sir Leoline Jenkins,S041619,Sir Geoffrey Shakerley,1682-08-26
SP_44/68_f.119,E012119-S043025-T000000,Sir Leoline Jenkins,S045480,T. Frewen,1682-08-26
SP_29/420_f.41,S015886,Francis Bastinck,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-28
SP_29/420_f.42,S033816,Mrs. M. Hammond,S016189,Francis Royley,1682-08-28
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1237-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S027440,Lord Deputy,1682-08-28
SP_29/420_f.44,S041619,Sir Geoffrey Shakerley,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-29
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1240-cm,E012119-S043025-T000000,Sir Leoline Jenkins,E007992-S018852-T000000,"Heneage Finch, Earl of Winchilsea",1682-08-29
SP_44/68_f.121,E012119-S043025-T000000,Sir Leoline Jenkins,E010707-S019407-T000000,"Somerset, Henry",1682-08-29
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1250-cm,S015289,Ever Magennis,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1250-cm,S015290,Ever Magennis and Owen Duffy,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-30
SP_29/420_f.45,S020899,James Harris,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1248-cm,S028068,Lord-Lieutenant,E012119-S043025-T000000,Sir Leoline Jenkins,1682-08-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1245-cm,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",S009384,Commissioners for plantation of kirks&#x2026;,1682-08-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1463-cm,S010905,Cresheld Draper,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-09-30
SP_29/420_f.50,S012756,Dr. Richard Raines,E012119-S043025-T000000,Sir Leoline Jenkins,1682-09-01
SP_29/420_f.134a,S014329,Edward Harfell,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-09-30
SP_29/420_f.208,S017386,George Hilton,S036220,Privy Council in England,1682-09-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1463-cm,S017538,George Pitt,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-09-30
SP_29/420_f.199,S019213,Henry Keymer,E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-09-30
SP_29/420_f.202,S021491,Jean Cottereau,E012119-S043025-T000000,Sir Leoline Jenkins,1682-09-30
SP_29/420_f.208,S023370,John Hilton,S036220,Privy Council in England,1682-09-30
SP_29/420_f.49,S033816,Mrs. M. Hammond,S016189,Francis Royley,1682-09-01
SP_44/54_f.146,E012119-S043025-T000000,Sir Leoline Jenkins,S024400,John Starky,1682-09-30
spo3_cspd_c2_1682-1682_cspd_c2_1682-1682-m1486-cm,S047250,"Theobald, Baron of Brittas",E004654-S006979-T000000,"Charles II, King of England, Scotland, and Ireland",1682-09-30
